Segment,Country, Product , Discount Band ,Units Sold, Manufacturing Price , Sale Price , Gross Sales , Discounts ,  Sales , COGS , Profit ,Date,Month Number, Month Name ,Year
Snacks,Japan, Caturra , High ,2175.6, $236.60 , $13.65 ," $28,282.80 "," $2,828.28 "," $25,454.52 "," $18,855.20 "," $5,076.40 ",01/12/2022,12, December ,2022
Frozen Foods,Japan, Caturra , High ,895.65, $236.60 , $273.00 ," $232,869.00 "," $23,286.90 "," $209,582.10 "," $194,057.50 "," $11,942.00 ",01/12/2022,12, December ,2022
Beverages,Japan, Blue Mountain Coffee , High ,2658.6, $9.10 , $6.37 ," $16,128.84 "," $1,774.17 "," $14,354.67 "," $11,520.60 "," $2,180.05 ",01/04/2022,4, April ,2022
Snacks,United States of America, Bourbon , High ,403.2, $109.20 , $13.65 ," $5,241.60 ", $576.58 ," $4,665.02 "," $3,494.40 ", $900.48 ,01/01/2022,1, January ,2022
Dairy Products,Switzerland, Bourbon , High ,495.6, $109.20 , $10.92 ," $5,154.24 ", $566.97 ," $4,587.27 "," $1,288.56 "," $2,537.47 ",01/10/2022,10, October ,2022
Beverages,China, Arabica , High ,1657.95, $227.50 , $6.37 ," $10,058.23 "," $1,106.41 "," $8,951.82 "," $7,184.45 "," $1,359.52 ",01/03/2022,3, March ,2022
Snacks,China, Caturra , High ,3359.475, $236.60 , $13.65 ," $43,673.18 "," $4,804.05 "," $38,869.13 "," $29,115.45 "," $7,502.83 ",01/07/2022,7, July ,2022
Dairy Products,Switzerland, Caturra , High ,495.6, $236.60 , $10.92 ," $5,154.24 ", $566.97 ," $4,587.27 "," $1,288.56 "," $2,537.47 ",01/10/2022,10, October ,2022
Dairy Products,United States of America, Robusta , High ,2033.85, $2.73 , $10.92 ," $21,152.04 "," $2,326.72 "," $18,825.32 "," $5,288.01 "," $10,413.31 ",01/02/2022,2, February ,2022
Beverages,Switzerland, Robusta , High ,831.6, $2.73 , $318.50 ," $252,252.00 "," $27,747.72 "," $224,504.28 "," $187,387.20 "," $28,551.60 ",01/03/2022,3, March ,2022
Frozen Foods,Switzerland, Robusta , High ,2951.55, $2.73 , $273.00 ," $767,403.00 "," $84,414.33 "," $682,988.67 "," $639,502.50 "," $33,450.90 ",01/07/2022,7, July ,2022
Packaged and Prepared Foods,Japan, Robusta , High ,2563.05, $2.73 , $113.75 ," $277,663.75 "," $30,543.01 "," $247,120.74 "," $266,557.20 "," $(14,951.13)",01/10/2022,10, October ,2022
Beverages,Switzerland, Typica , High ,804.3, $4.55 , $318.50 ," $243,971.00 "," $26,836.81 "," $217,134.19 "," $181,235.60 "," $27,614.30 ",01/01/2022,1, January ,2022
Snacks,Belgium, Typica , High ,2264.85, $4.55 , $13.65 ," $29,443.05 "," $3,238.74 "," $26,204.31 "," $19,628.70 "," $5,058.17 ",01/12/2022,12, December ,2022
Frozen Foods,United States of America, Blue Mountain Coffee , High ,916.65, $9.10 , $273.00 ," $238,329.00 "," $26,216.19 "," $212,112.81 "," $198,607.50 "," $10,388.70 ",01/01/2022,1, January ,2022
Beverages,Belgium, Blue Mountain Coffee , High ,1178.1, $9.10 , $18.20 ," $20,420.40 "," $2,246.24 "," $18,174.16 "," $10,210.20 "," $6,126.12 ",01/03/2022,3, March ,2022
Beverages,United States of America, Blue Mountain Coffee , High ,2209.725, $9.10 , $318.50 ," $670,283.25 "," $73,731.16 "," $596,552.09 "," $497,924.70 "," $75,867.23 ",01/07/2022,7, July ,2022
Dairy Products,United States of America, Blue Mountain Coffee , High ,4227.3, $9.10 , $10.92 ," $43,963.92 "," $4,836.03 "," $39,127.89 "," $10,990.98 "," $21,643.78 ",01/07/2022,7, July ,2022
Dairy Products,Japan, Blue Mountain Coffee , High ,2546.775, $9.10 , $10.92 ," $26,486.46 "," $2,913.51 "," $23,572.95 "," $6,621.62 "," $13,039.49 ",01/07/2022,7, July ,2022
Beverages,United States of America, Blue Mountain Coffee , High ,2513.7, $9.10 , $18.20 ," $43,570.80 "," $4,792.79 "," $38,778.01 "," $21,785.40 "," $13,071.24 ",01/08/2022,8, August ,2022
Snacks,Belgium, Blue Mountain Coffee , High ,2083.2, $9.10 , $13.65 ," $27,081.60 "," $2,978.98 "," $24,102.62 "," $18,054.40 "," $4,652.48 ",01/08/2022,8, August ,2022
Packaged and Prepared Foods,Japan, Blue Mountain Coffee , High ,2563.05, $9.10 , $113.75 ," $277,663.75 "," $30,543.01 "," $247,120.74 "," $266,557.20 "," $(14,951.13)",01/10/2022,10, October ,2022
Frozen Foods,United States of America, Blue Mountain Coffee , High ,1434.3, $9.10 , $273.00 ," $372,918.00 "," $41,020.98 "," $331,897.02 "," $310,765.00 "," $16,255.40 ",01/11/2022,11, November ,2022
Beverages,United States of America, Bourbon , High ,1898.4, $109.20 , $6.37 ," $11,516.96 "," $1,266.87 "," $10,250.09 "," $8,226.40 "," $1,556.69 ",01/11/2022,11, November ,2022
Dairy Products,Japan, Arabica , High ,1820.7, $227.50 , $10.92 ," $18,935.28 "," $2,082.88 "," $16,852.40 "," $4,733.82 "," $9,321.98 ",01/01/2022,1, January ,2022
Packaged and Prepared Foods,Belgium, Arabica , High ,581.7, $227.50 , $113.75 ," $63,017.50 "," $6,931.93 "," $56,085.58 "," $60,496.80 "," $(3,393.25)",01/01/2022,1, January ,2022
Packaged and Prepared Foods,Switzerland, Caturra , High ,3323.25, $236.60 , $113.75 ," $360,018.75 "," $39,602.06 "," $320,416.69 "," $345,618.00 "," $(19,385.63)",01/01/2022,1, January ,2022
Beverages,Belgium, Caturra , High ,2760.45, $236.60 , $18.20 ," $47,847.80 "," $5,263.26 "," $42,584.54 "," $23,923.90 "," $14,354.34 ",01/01/2022,1, January ,2022
Packaged and Prepared Foods,Japan, Caturra , High ,1504.65, $236.60 , $113.75 ," $163,003.75 "," $17,930.41 "," $145,073.34 "," $156,483.60 "," $(8,777.13)",01/05/2022,5, May ,2022
Snacks,Belgium, Caturra , High ,2264.85, $236.60 , $13.65 ," $29,443.05 "," $3,238.74 "," $26,204.31 "," $19,628.70 "," $5,058.17 ",01/12/2022,12, December ,2022
Beverages,Belgium, Robusta , High ,930.3, $2.73 , $318.50 ," $282,191.00 "," $33,862.92 "," $248,328.08 "," $209,627.60 "," $29,769.60 ",01/06/2022,6, June ,2022
Packaged and Prepared Foods,Belgium, Robusta , High ,2263.8, $2.73 , $113.75 ," $245,245.00 "," $29,429.40 "," $215,815.60 "," $235,435.20 "," $(15,092.00)",01/10/2022,10, October ,2022
Snacks,United States of America, Robusta , High ,2823.45, $2.73 , $13.65 ," $36,704.85 "," $4,404.58 "," $32,300.27 "," $24,469.90 "," $6,023.36 ",01/11/2022,11, November ,2022
Snacks,China, Typica , High ,710.85, $4.55 , $13.65 ," $9,241.05 "," $1,108.93 "," $8,132.12 "," $6,160.70 "," $1,516.48 ",01/03/2022,3, March ,2022
Frozen Foods,Japan, Typica , High ,1861.65, $4.55 , $273.00 ," $484,029.00 "," $58,083.48 "," $425,945.52 "," $403,357.50 "," $17,375.40 ",01/04/2022,4, April ,2022
Beverages,Belgium, Typica , High ,2541, $4.55 , $6.37 ," $15,415.40 "," $1,849.85 "," $13,565.55 "," $11,011.00 "," $1,965.04 ",01/09/2022,9, September ,2022
Beverages,United States of America, Typica , High ,2870.7, $4.55 , $6.37 ," $17,415.58 "," $2,089.87 "," $15,325.71 "," $12,439.70 "," $2,220.01 ",01/10/2022,10, October ,2022
Frozen Foods,China, Blue Mountain Coffee , High ,3669.75, $9.10 , $273.00 ," $954,135.00 "," $114,496.20 "," $839,638.80 "," $795,112.50 "," $34,251.00 ",01/01/2022,1, January ,2022
Beverages,Belgium, Blue Mountain Coffee , High ,930.3, $9.10 , $318.50 ," $282,191.00 "," $33,862.92 "," $248,328.08 "," $209,627.60 "," $29,769.60 ",01/06/2022,6, June ,2022
Packaged and Prepared Foods,Belgium, Blue Mountain Coffee , High ,2263.8, $9.10 , $113.75 ," $245,245.00 "," $29,429.40 "," $215,815.60 "," $235,435.20 "," $(15,092.00)",01/10/2022,10, October ,2022
Beverages,Belgium, Blue Mountain Coffee , High ,950.25, $9.10 , $18.20 ," $16,471.00 "," $1,976.52 "," $14,494.48 "," $8,235.50 "," $4,814.60 ",01/10/2022,10, October ,2022
Beverages,Japan, Blue Mountain Coffee , High ,1673.7, $9.10 , $318.50 ," $507,689.00 "," $60,922.68 "," $446,766.32 "," $377,140.40 "," $53,558.40 ",01/11/2022,11, November ,2022
Frozen Foods,Switzerland, Blue Mountain Coffee , High ,1426.95, $9.10 , $273.00 ," $371,007.00 "," $44,520.84 "," $326,486.16 "," $309,172.50 "," $13,318.20 ",01/11/2022,11, November ,2022
Frozen Foods,Belgium, Blue Mountain Coffee , High ,2257.5, $9.10 , $273.00 ," $586,950.00 "," $70,434.00 "," $516,516.00 "," $489,125.00 "," $21,070.00 ",01/11/2022,11, November ,2022
Beverages,Belgium, Blue Mountain Coffee , High ,1256.85, $9.10 , $318.50 ," $381,244.50 "," $45,749.34 "," $335,495.16 "," $283,210.20 "," $40,219.20 ",01/11/2022,11, November ,2022
Beverages,Belgium, Blue Mountain Coffee , High ,1294.65, $9.10 , $18.20 ," $22,440.60 "," $2,692.87 "," $19,747.73 "," $11,220.30 "," $6,559.56 ",01/12/2022,12, December ,2022
Beverages,Belgium, Bourbon , High ,1464.75, $109.20 , $318.50 ," $444,307.50 "," $53,316.90 "," $390,990.60 "," $330,057.00 "," $46,872.00 ",01/07/2022,7, July ,2022
Beverages,China, Bourbon , High ,1035.3, $109.20 , $318.50 ," $314,041.00 "," $37,684.92 "," $276,356.08 "," $233,287.60 "," $33,129.60 ",01/10/2022,10, October ,2022
Beverages,Belgium, Bourbon , High ,950.25, $109.20 , $18.20 ," $16,471.00 "," $1,976.52 "," $14,494.48 "," $8,235.50 "," $4,814.60 ",01/10/2022,10, October ,2022
Dairy Products,United States of America, Arabica , High ,2214.45, $227.50 , $10.92 ," $23,030.28 "," $2,763.63 "," $20,266.65 "," $5,757.57 "," $11,160.83 ",01/05/2022,5, May ,2022
Snacks,Japan, Arabica , High ,4068.225, $227.50 , $13.65 ," $52,886.93 "," $6,346.43 "," $46,540.49 "," $35,257.95 "," $8,678.88 ",01/07/2022,7, July ,2022
Beverages,China, Arabica , High ,1035.3, $227.50 , $318.50 ," $314,041.00 "," $37,684.92 "," $276,356.08 "," $233,287.60 "," $33,129.60 ",01/10/2022,10, October ,2022
Packaged and Prepared Foods,China, Arabica , High ,2506.35, $227.50 , $113.75 ," $271,521.25 "," $32,582.55 "," $238,938.70 "," $260,660.40 "," $(16,709.00)",01/11/2022,11, November ,2022
Beverages,Belgium, Arabica , High ,1294.65, $227.50 , $18.20 ," $22,440.60 "," $2,692.87 "," $19,747.73 "," $11,220.30 "," $6,559.56 ",01/12/2022,12, December ,2022
Beverages,China, Caturra , High ,283.5, $236.60 , $318.50 ," $85,995.00 "," $10,319.40 "," $75,675.60 "," $63,882.00 "," $9,072.00 ",01/02/2022,2, February ,2022
Beverages,Japan, Caturra , High ,3592.575, $236.60 , $6.37 ," $21,794.96 "," $2,615.39 "," $19,179.56 "," $15,567.83 "," $2,778.26 ",01/07/2022,7, July ,2022
Beverages,United States of America, Caturra , High ,2870.7, $236.60 , $6.37 ," $17,415.58 "," $2,089.87 "," $15,325.71 "," $12,439.70 "," $2,220.01 ",01/10/2022,10, October ,2022
Beverages,Japan, Robusta , High ,2647.575, $2.73 , $18.20 ," $45,891.30 "," $5,506.96 "," $40,384.34 "," $22,945.65 "," $13,414.38 ",01/01/2022,1, January ,2022
Dairy Products,Belgium, Typica , High ,2794.05, $4.55 , $10.92 ," $29,058.12 "," $3,486.97 "," $25,571.15 "," $7,264.53 "," $14,082.01 ",01/05/2022,5, May ,2022
Beverages,Switzerland, Blue Mountain Coffee , High ,1607.55, $9.10 , $18.20 ," $27,864.20 "," $3,343.70 "," $24,520.50 "," $13,932.10 "," $8,144.92 ",01/12/2022,12, December ,2022
Beverages,Japan, Arabica , High ,1565.55, $227.50 , $6.37 ," $9,497.67 "," $1,139.72 "," $8,357.95 "," $6,784.05 "," $1,210.69 ",01/03/2022,3, March ,2022
Beverages,Switzerland, Arabica , High ,1607.55, $227.50 , $18.20 ," $27,864.20 "," $3,343.70 "," $24,520.50 "," $13,932.10 "," $8,144.92 ",01/12/2022,12, December ,2022
Snacks,China, Robusta , High ,2695.35, $2.73 , $13.65 ," $35,039.55 "," $4,555.14 "," $30,484.41 "," $23,359.70 "," $5,480.55 ",01/06/2022,6, June ,2022
Snacks,China, Arabica , High ,2695.35, $227.50 , $13.65 ," $35,039.55 "," $4,555.14 "," $30,484.41 "," $23,359.70 "," $5,480.55 ",01/06/2022,6, June ,2022
Beverages,United States of America, Robusta , High ,969.15, $2.73 , $318.50 ," $293,975.50 "," $38,216.82 "," $255,758.69 "," $218,381.80 "," $28,751.45 ",01/03/2022,3, March ,2022
Beverages,Japan, Robusta , High ,1879.5, $2.73 , $318.50 ," $570,115.00 "," $74,114.95 "," $496,000.05 "," $423,514.00 "," $55,758.50 ",01/03/2022,3, March ,2022
Beverages,China, Typica , High ,1031.625, $4.55 , $318.50 ," $312,926.25 "," $40,680.41 "," $272,245.84 "," $232,459.50 "," $30,604.88 ",01/01/2022,1, January ,2022
Beverages,China, Typica , High ,1362.9, $4.55 , $6.37 ," $8,268.26 "," $1,074.87 "," $7,193.39 "," $5,905.90 ", $990.37 ,01/02/2022,2, February ,2022
Dairy Products,Belgium, Typica , High ,634.2, $4.55 , $10.92 ," $6,595.68 ", $857.44 ," $5,738.24 "," $1,648.92 "," $3,145.63 ",01/06/2022,6, June ,2022
Beverages,Belgium, Typica , High ,2367.75, $4.55 , $18.20 ," $41,041.00 "," $5,335.33 "," $35,705.67 "," $20,520.50 "," $11,680.90 ",01/07/2022,7, July ,2022
Beverages,United States of America, Typica , High ,1311.45, $4.55 , $18.20 ," $22,731.80 "," $2,955.13 "," $19,776.67 "," $11,365.90 "," $6,469.82 ",01/10/2022,10, October ,2022
Beverages,China, Blue Mountain Coffee , High ,1510.425, $9.10 , $6.37 ," $9,163.25 "," $1,191.22 "," $7,972.02 "," $6,545.18 "," $1,097.58 ",01/01/2022,1, January ,2022
Frozen Foods,Switzerland, Blue Mountain Coffee , High ,847.35, $9.10 , $273.00 ," $220,311.00 "," $28,640.43 "," $191,670.57 "," $183,592.50 "," $6,213.90 ",01/01/2022,1, January ,2022
Beverages,China, Blue Mountain Coffee , High ,2773.05, $9.10 , $18.20 ," $48,066.20 "," $6,248.61 "," $41,817.59 "," $24,033.10 "," $13,680.38 ",01/02/2022,2, February ,2022
Beverages,Switzerland, Blue Mountain Coffee , High ,2843.4, $9.10 , $18.20 ," $49,285.60 "," $6,407.13 "," $42,878.47 "," $24,642.80 "," $14,027.44 ",01/02/2022,2, February ,2022
Beverages,United States of America, Blue Mountain Coffee , High ,2763.6, $9.10 , $318.50 ," $838,292.00 "," $108,977.96 "," $729,314.04 "," $622,731.20 "," $81,986.80 ",01/06/2022,6, June ,2022
Packaged and Prepared Foods,United States of America, Blue Mountain Coffee , High ,1662.15, $9.10 , $113.75 ," $180,066.25 "," $23,408.61 "," $156,657.64 "," $172,863.60 "," $(12,466.13)",01/06/2022,6, June ,2022
Dairy Products,Belgium, Blue Mountain Coffee , High ,599.55, $9.10 , $10.92 ," $6,235.32 ", $810.59 ," $5,424.73 "," $1,558.83 "," $2,973.77 ",01/07/2022,7, July ,2022
Beverages,Japan, Blue Mountain Coffee , High ,2830.8, $9.10 , $6.37 ," $17,173.52 "," $2,232.56 "," $14,940.96 "," $12,266.80 "," $2,057.05 ",01/08/2022,8, August ,2022
Snacks,United States of America, Blue Mountain Coffee , High ,1643.25, $9.10 , $13.65 ," $21,362.25 "," $2,777.09 "," $18,585.16 "," $14,241.50 "," $3,341.28 ",01/10/2022,10, October ,2022
Beverages,United States of America, Blue Mountain Coffee , High ,1311.45, $9.10 , $18.20 ," $22,731.80 "," $2,955.13 "," $19,776.67 "," $11,365.90 "," $6,469.82 ",01/10/2022,10, October ,2022
Beverages,Switzerland, Blue Mountain Coffee , High ,374.85, $9.10 , $318.50 ," $113,704.50 "," $14,781.59 "," $98,922.92 "," $84,466.20 "," $11,120.55 ",01/11/2022,11, November ,2022
Dairy Products,Switzerland, Blue Mountain Coffee , High ,1063.65, $9.10 , $10.92 ," $11,061.96 "," $1,438.05 "," $9,623.91 "," $2,765.49 "," $5,275.70 ",01/12/2022,12, December ,2022
Snacks,Japan, Bourbon , High ,4197.375, $109.20 , $13.65 ," $54,565.88 "," $7,093.56 "," $47,472.31 "," $36,377.25 "," $8,534.66 ",01/01/2022,1, January ,2022
Beverages,United States of America, Bourbon , High ,2763.6, $109.20 , $318.50 ," $838,292.00 "," $108,977.96 "," $729,314.04 "," $622,731.20 "," $81,986.80 ",01/06/2022,6, June ,2022
Beverages,Japan, Bourbon , High ,1249.5, $109.20 , $6.37 ," $7,580.30 ", $985.44 ," $6,594.86 "," $5,414.50 ", $907.97 ,01/06/2022,6, June ,2022
Dairy Products,Belgium, Bourbon , High ,634.2, $109.20 , $10.92 ," $6,595.68 ", $857.44 ," $5,738.24 "," $1,648.92 "," $3,145.63 ",01/06/2022,6, June ,2022
Dairy Products,Belgium, Bourbon , High ,430.5, $109.20 , $10.92 ," $4,477.20 ", $582.04 ," $3,895.16 "," $1,119.30 "," $2,135.28 ",01/10/2022,10, October ,2022
Dairy Products,Switzerland, Bourbon , High ,1063.65, $109.20 , $10.92 ," $11,061.96 "," $1,438.05 "," $9,623.91 "," $2,765.49 "," $5,275.70 ",01/12/2022,12, December ,2022
Packaged and Prepared Foods,United States of America, Arabica , High ,1662.15, $227.50 , $113.75 ," $180,066.25 "," $23,408.61 "," $156,657.64 "," $172,863.60 "," $(12,466.13)",01/06/2022,6, June ,2022
Snacks,United States of America, Arabica , High ,1643.25, $227.50 , $13.65 ," $21,362.25 "," $2,777.09 "," $18,585.16 "," $14,241.50 "," $3,341.28 ",01/10/2022,10, October ,2022
Packaged and Prepared Foods,United States of America, Caturra , High ,1741.95, $236.60 , $113.75 ," $188,711.25 "," $24,532.46 "," $164,178.79 "," $181,162.80 "," $(13,064.63)",01/01/2022,1, January ,2022
Beverages,Japan, Caturra , High ,1249.5, $236.60 , $6.37 ," $7,580.30 ", $985.44 ," $6,594.86 "," $5,414.50 ", $907.97 ,01/06/2022,6, June ,2022
Dairy Products,Belgium, Caturra , High ,430.5, $236.60 , $10.92 ," $4,477.20 ", $582.04 ," $3,895.16 "," $1,119.30 "," $2,135.28 ",01/10/2022,10, October ,2022
Beverages,Belgium, Robusta , High ,2707.95, $2.73 , $18.20 ," $46,937.80 "," $6,571.29 "," $40,366.51 "," $23,468.90 "," $12,998.16 ",01/04/2022,4, April ,2022
Beverages,China, Robusta , High ,1830.15, $2.73 , $18.20 ," $31,722.60 "," $4,441.16 "," $27,281.44 "," $15,861.30 "," $8,784.72 ",01/05/2022,5, May ,2022
Beverages,Switzerland, Robusta , High ,294, $2.73 , $6.37 ," $1,783.60 ", $249.70 ," $1,533.90 "," $1,274.00 ", $199.92 ,01/12/2022,12, December ,2022
Beverages,Japan, Typica , High ,307.65, $4.55 , $6.37 ," $1,866.41 ", $261.30 ," $1,605.11 "," $1,333.15 ", $209.20 ,01/02/2022,2, February ,2022
Snacks,Switzerland, Blue Mountain Coffee , High ,291.9, $9.10 , $13.65 ," $3,794.70 ", $531.26 ," $3,263.44 "," $2,529.80 ", $564.34 ,01/02/2022,2, February ,2022
Beverages,United States of America, Blue Mountain Coffee , High ,2549.4, $9.10 , $18.20 ," $44,189.60 "," $6,186.54 "," $38,003.06 "," $22,094.80 "," $12,237.12 ",01/03/2022,3, March ,2022
Snacks,China, Blue Mountain Coffee , High ,1855.35, $9.10 , $13.65 ," $24,119.55 "," $3,376.74 "," $20,742.81 "," $16,079.70 "," $3,587.01 ",01/09/2022,9, September ,2022
Dairy Products,Japan, Blue Mountain Coffee , High ,1462.65, $9.10 , $10.92 ," $15,211.56 "," $2,129.62 "," $13,081.94 "," $3,802.89 "," $7,137.73 ",01/10/2022,10, October ,2022
Beverages,Switzerland, Arabica , High ,294, $227.50 , $6.37 ," $1,783.60 ", $249.70 ," $1,533.90 "," $1,274.00 ", $199.92 ,01/12/2022,12, December ,2022
Dairy Products,Japan, Caturra , High ,1462.65, $236.60 , $10.92 ," $15,211.56 "," $2,129.62 "," $13,081.94 "," $3,802.89 "," $7,137.73 ",01/10/2022,10, October ,2022
Frozen Foods,Belgium, Robusta , High ,841.05, $2.73 , $273.00 ," $218,673.00 "," $30,614.22 "," $188,058.78 "," $182,227.50 "," $4,485.60 ",01/07/2022,7, July ,2022
Frozen Foods,United States of America, Robusta , High ,1570.8, $2.73 , $273.00 ," $408,408.00 "," $57,177.12 "," $351,230.88 "," $340,340.00 "," $8,377.60 ",01/10/2022,10, October ,2022
Frozen Foods,China, Robusta , High ,1060.5, $2.73 , $273.00 ," $275,730.00 "," $38,602.20 "," $237,127.80 "," $229,775.00 "," $5,656.00 ",01/10/2022,10, October ,2022
Snacks,Switzerland, Robusta , High ,1588.65, $2.73 , $13.65 ," $20,652.45 "," $2,891.34 "," $17,761.11 "," $13,768.30 "," $3,071.39 ",01/11/2022,11, November ,2022
Snacks,United States of America, Robusta , High ,2415, $2.73 , $13.65 ," $31,395.00 "," $4,395.30 "," $26,999.70 "," $20,930.00 "," $4,669.00 ",01/12/2022,12, December ,2022
Beverages,United States of America, Typica , High ,2338.875, $4.55 , $318.50 ," $709,458.75 "," $99,324.23 "," $610,134.53 "," $527,026.50 "," $63,929.25 ",01/01/2022,1, January ,2022
Beverages,Switzerland, Typica , High ,1258.95, $4.55 , $318.50 ," $381,881.50 "," $53,463.41 "," $328,418.09 "," $283,683.40 "," $34,411.30 ",01/04/2022,4, April ,2022
Beverages,United States of America, Typica , High ,210, $4.55 , $318.50 ," $63,700.00 "," $8,918.00 "," $54,782.00 "," $47,320.00 "," $5,740.00 ",01/05/2022,5, May ,2022
Beverages,United States of America, Typica , High ,407.4, $4.55 , $6.37 ," $2,471.56 ", $346.02 ," $2,125.54 "," $1,765.40 ", $277.03 ,01/09/2022,9, September ,2022
Snacks,United States of America, Typica , High ,2415, $4.55 , $13.65 ," $31,395.00 "," $4,395.30 "," $26,999.70 "," $20,930.00 "," $4,669.00 ",01/12/2022,12, December ,2022
Beverages,Belgium, Blue Mountain Coffee , High ,273, $9.10 , $18.20 ," $4,732.00 ", $662.48 ," $4,069.52 "," $2,366.00 "," $1,310.40 ",01/02/2022,2, February ,2022
Dairy Products,China, Blue Mountain Coffee , High ,3059.7, $9.10 , $10.92 ," $31,820.88 "," $4,454.92 "," $27,365.96 "," $7,955.22 "," $14,931.34 ",01/10/2022,10, October ,2022
Beverages,Japan, Blue Mountain Coffee , High ,1817.55, $9.10 , $6.37 ," $11,026.47 "," $1,543.71 "," $9,482.76 "," $7,876.05 "," $1,235.93 ",01/10/2022,10, October ,2022
Beverages,United States of America, Blue Mountain Coffee , High ,735, $9.10 , $318.50 ," $222,950.00 "," $31,213.00 "," $191,737.00 "," $165,620.00 "," $20,090.00 ",01/11/2022,11, November ,2022
Beverages,China, Blue Mountain Coffee , High ,1235.85, $9.10 , $318.50 ," $374,874.50 "," $52,482.43 "," $322,392.07 "," $278,478.20 "," $33,779.90 ",01/11/2022,11, November ,2022
Packaged and Prepared Foods,Belgium, Bourbon , High ,1653.75, $109.20 , $113.75 ," $179,156.25 "," $25,081.88 "," $154,074.38 "," $171,990.00 "," $(13,781.25)",01/02/2022,2, February ,2022
Beverages,China, Bourbon , High ,636.3, $109.20 , $18.20 ," $11,029.20 "," $1,544.09 "," $9,485.11 "," $5,514.60 "," $3,054.24 ",01/04/2022,4, April ,2022
